drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	target_count
DB06961	5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06962	(5-(aminomethyl)-2H-spiro[benzofuran-3,4'-piperidine]-1'-yl)(5-(phenylethynyl)furan-2-yl)methanone	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06963	3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06964	5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06965	HEXYLPHOSPHONIC ACID (R)-2-METHYL-3-PHENYLPROPYL ESTER	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06966	HEXYLPHOSPHONIC ACID (S)-2-METHYL-3-PHENYLPROPYL ESTER	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06967	6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06968	1,1'-HEXANE-1,6-DIYLBIS(1H-IMIDAZOLE)	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06969	2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06970	2-CHLORO-N-(3-CYANO-5,6-DIHYDRO-4H-CYCLOPENTA[B]THIOPHEN-2-YL)-5-DIETHYLSULFAMOYL-BENZAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06971	N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06972	7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06973	4,4'-PROPANE-2,2-DIYLDIPHENOL	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06976	1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06977	(2S)-1-{[5-(1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-[(7AS)-7AH-INDOL-3-YL]PROPAN-2-AMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06978	N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]-4-methoxybenzohydrazide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06979	5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06980	(2S)-2-(1H-indol-3-yl)hexanoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06981	(2S)-2-(1H-indol-3-yl)pentanoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06982	(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06983	(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06984	(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06985	2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB06986	2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06987	2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB06988	2-HYDROXY-5-{[(1E)-2-PHENYLETHYLIDENE]AMINO}-L-TYROSINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06989	{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06990	4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06991	N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06992	(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06993	(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06994	(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06995	N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06996	D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06997	2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06998	[(5R)-5-(2,3-dibromo-5-ethoxy-4-hydroxybenzyl)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]acetic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB06999	N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07000	N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07001	(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07002	4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07003	(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07004	2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07005	D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07006	9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07007	(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07008	4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07009	2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07010	N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07011	(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07012	6-AMINO-3,7-DIHYDRO-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07013	TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07014	2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07015	(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07016	(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07017	(5S)-2-{[(1S)-1-(4-fluorophenyl)ethyl]amino}-5-(1-hydroxy-1-methylethyl)-5-methyl-1,3-thiazol-4(5H)-one	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07018	5-ETHYL-3-[(2-METHOXYETHYL)METHYLAMINO]-6-METHYL-4-(3-METHYLBENZYL)PYRIDIN-2(1H)-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07019	N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07020	N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07021	(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07022	3-HYDROXYPROPYL 3-[({7-[AMINO(IMINO)METHYL]-1-NAPHTHYL}AMINO)CARBONYL]BENZENESULFONATE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07023	(1R)-2-{[AMINO(IMINO)METHYL]AMINO}-1-{4-[(4R)-4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL]PHENYL}ETHYL NICOTINATE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07024	2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07025	3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07026	(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07027	D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07028	(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07029	4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07030	(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07031	R-3-FLUORO-4-[2-HYDROXY-2-(5,5,8,8-TETRAMETHYL-5,6,7,8,-TETRAHYDRO-NAPHTALEN-2-YL)-ACETYLAMINO]-BENZOIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07032	2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07033	5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07034	2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07035	(2E)-3-{3-[(5-ETHYL-3-IODO-6-METHYL-2-OXO-1,2-DIHYDROPYRIDIN-4-YL)OXY]PHENYL}ACRYLONITRILE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07036	(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07037	(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07038	2-(cyclohexylamino)benzoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07039	(2S)-N-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07040	2-amino-7-fluoro-5-oxo-5H-chromeno[2,3-b]pyridine-3-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07041	N-[2-(2,4-diaminopyrido[2,3-d]pyrimidin-7-yl)-2-methylpropyl]-4-phenoxybenzamide	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07042	7-amino-2-tert-butyl-4-{[2-(1H-imidazol-4-yl)ethyl]amino}pyrido[2,3-d]pyrimidine-6-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07043	7-amino-2-tert-butyl-4-(4-pyrimidin-2-ylpiperazin-1-yl)pyrido[2,3-d]pyrimidine-6-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07044	3-bromo-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07045	(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07046	2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07047	2',4'-DICHLORO-4-HYDROXY-1,1'-BIPHENYL-3-CARBOXYLIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB07048	N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07049	(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07050	5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07051	3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07052	5'-S-ethyl-5'-thioadenosine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07053	2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07054	(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07055	2-[2-(1H-tetrazol-5-yl)ethyl]-1H-isoindole-1,3(2H)-dione	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07056	2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07057	(3S)-1-(2-hydroxyphenyl)-5-oxopyrrolidine-3-carboxylic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07058	5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07059	N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07060	3-(INDOL-3-YL) LACTATE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07061	1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07062	N-{3-[4-hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07063	{3-[(4,5,7-TRIFLUORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-1H-INDOL-1-YL}ACETIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07064	(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07065	5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07066	2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07067	(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07068	(4-{4-[(TERT-BUTOXYCARBONYL)AMINO]-2,2-BIS(ETHOXYCARBONYL)BUTYL}PHENYL)SULFAMIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07069	3-Hydroxyhippuric acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07070	(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07071	(R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)PHENETHYL)GUANIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07072	(1S,2R,5S)-5-[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]-2-(2,4,5-TRIFLUOROPHENYL)CYCLOHEXANAMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07073	5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07074	6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07075	3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07076	6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07077	(R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)PHENYL)GUANIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07078	(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07079	3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07080	N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	6
DB07081	(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07082	1,1,1,3,3,3-HEXAFLUORO-2-{4-[(2,2,2-TRIFLUOROETHYL)AMINO]PHENYL}PROPAN-2-OL	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07083	beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07084	N-(6,7,9,10,17,18,20,21-octahydrodibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecin-2-yl)acetamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07085	2-{[N-(2-ACETYL-5-CHLORO-4-FLUOROPHENYL)GLYCYL]AMINO}BENZOIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07086	4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07087	4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07088	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07089	N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07090	(3S)-N-(3-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07091	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07092	(2S,3S)-3-AMINO-4-(3,3-DIFLUOROPYRROLIDIN-1-YL)-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-6-YLCYCLOHEXYL)BUTANAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07093	{3-[(5-CHLORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL}ACETIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07094	1-(2,2'-bithiophen-5-yl)methanamine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07095	(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07096	6-AMINO-BENZO[DE]ISOQUINOLINE-1,3-DIONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07097	4-tert-butyl-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07098	4-bromo-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07099	N-[4-(benzyloxy)phenyl]glycinamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07100	4-CHLORO-6-(4-PIPERAZIN-1-YL-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07101	N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07102	(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07103	2-(4-METHYLPHENOXY)ETHYLPHOSPHINATE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07104	4-amino-N-[4-(benzyloxy)phenyl]butanamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07105	2-[2-(4-CHLORO-PHENYLSULFANYL)-ACETYLAMINO]-3-(4-GUANIDINO-PHENYL)-PROPIONAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
